Primary Org Id,Primary Org Name,Country Name,ROR ID
60000628,Klinikum Bayreuth GmbH,Germany,https://ror.org/034nz8723
60000630,Materials Center Leoben Forschung GmbH,Austria,https://ror.org/04s620254
60000636,Universidad San Sebastián,Chile,https://ror.org/04jrwm652
60000644,Semmelweis Hospital,Hungary,https://ror.org/00e8ar137
60000645,Simula Research Laboratory,Norway,https://ror.org/00vn06n10
60000658,Universidad Nacional de Córdoba,Argentina,https://ror.org/056tb7j80
60000661,The Babraham Institute,United Kingdom,https://ror.org/01d5qpn59
60000664,Queensland Health,Australia,https://ror.org/00c1dt378
60000673,Environment and Climate Change Canada,Canada,https://ror.org/026ny0e17
60000674,National Institute of Technology Kurukshetra,India,https://ror.org/04909p852
60000677,Leibniz Institute for Astrophysics Potsdam,Germany,https://ror.org/03mrbr458
60000679,Fraunhofer Institute for Molecular Biology and Applied Ecology IME,Germany,https://ror.org/03j85fc72
60000689,Kansas State University,United States,https://ror.org/05p1j8758
60000690,Punjabi University,India,https://ror.org/00xdn8y92
60000694,Institut National de Recherche en Sciences et Technologies pour l'environnement et l'agriculture,France,
60000701,Elizabeth City State University,United States,https://ror.org/02n5cs023
60000703,University Hospital Southampton NHS Foundation Trust,United Kingdom,https://ror.org/0485axj58
60000705,University of South Alabama,United States,https://ror.org/01s7b5y08
60000709,MSA University,Egypt,https://ror.org/01nvnhx40
60000711,Valdosta State University,United States,https://ror.org/04zjcaq85
60000712,University of North Bengal,India,https://ror.org/039w8qr24
60000716,United Technologies Corporation,United States,https://ror.org/04gmtb593
60000717,University of Johannesburg,South Africa,https://ror.org/04z6c2n17
60000723,"Medtronic, Inc.",United States,https://ror.org/01tdsae39
60000726,Max-Planck-Institut für Evolutionsbiologie,Germany,https://ror.org/0534re684
60000729,"Istituto Di Ricerca Per La Protezione Idrogeologica, Perugia",Italy,https://ror.org/0040zx077
60000745,University of Illinois Urbana-Champaign,United States,https://ror.org/047426m28
60000760,ENSTA Bretagne,France,https://ror.org/059n54003
60000762,Humboldt-Universität zu Berlin,Germany,https://ror.org/01hcx6992
60000763,Andong National University,South Korea,https://ror.org/04wd10e19
60000764,The Mount Sinai Medical Center,United States,https://ror.org/00wgjpw02
60000765,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,https://ror.org/00f7hpc57
60000770,Laboratoire d'Astrophysique de Bordeaux,France,https://ror.org/00yee3n23
60000786,U.S. Pharmacopeia,United States,https://ror.org/03a7bpg58
60000792,Lapin Yliopisto,Finland,https://ror.org/05jzt8766
60000796,Institute of Hematology and Blood Transfusion,Czech Republic,https://ror.org/00n6rde07
60000803,Institut de Chimie Moléculaire de Grenoble,France,https://ror.org/04g26vc28
60000812,Harvey Mudd College,United States,https://ror.org/025ecfn45
60000823,Universidad de Castilla-La Mancha,Spain,https://ror.org/05r78ng12
60000832,Centre Hospitalier Intercommunal Creteil,France,https://ror.org/04n1nkp35
60000840,International Food Policy Research Institute,United States,https://ror.org/03pxz9p87
60000846,Motilal Nehru National Institute of Technology Allahabad,India,https://ror.org/04dp7tp96
60000854,NASA Langley Research Center,United States,https://ror.org/027ka1x80
60000863,Micromachine Center,Japan,https://ror.org/00t3ptr62
60000867,Inter University Accelerator Centre India,India,https://ror.org/0066qbn28
60000869,Uniklinik Balgrist,Switzerland,https://ror.org/02yzaka98
60000872,Kangwon National University,South Korea,https://ror.org/01mh5ph17
60000874,Université Catholique de Louvain,Belgium,https://ror.org/02495e989
60000879,Western Michigan University,United States,https://ror.org/04j198w64
60000881,Chiang Mai University,Thailand,https://ror.org/05m2fqn25
60000886,Osaka Electro-Communication University,Japan,https://ror.org/056bksm23
60000890,Institute of Problems of Mechanical Engineering of the Russian Academy of Sciences,Russian Federation,https://ror.org/047pt5178
60000891,Loughborough University,United Kingdom,https://ror.org/04vg4w365
60000905,Inserm,France,https://ror.org/02vjkv261
60000906,Universiti Sains Malaysia,Malaysia,https://ror.org/02rgb2k63
60000912,"Indian Institute of Engineering Science and Technology, Shibpur",India,https://ror.org/02ytfzr55
60000913,Anglia Ruskin University,United Kingdom,https://ror.org/0009t4v78
60000915,Mersey Care NHS Foundation Trust,United Kingdom,https://ror.org/02wnqcb97
60000928,Emory University,United States,https://ror.org/03czfpz43
60000931,University of Northampton,United Kingdom,https://ror.org/04jp2hx10
60000934,National Institute of Technology Rourkela,India,https://ror.org/011gmn932
60000937,Shenzhen University,China,https://ror.org/01vy4gh70
60000943,Universidade Federal do Amazonas,Brazil,https://ror.org/02263ky35
60000944,Helsinki Institute for Information Technology,Finland,https://ror.org/05kph4940
60000947,U.S. Department of Commerce,United States,https://ror.org/04chq2495
60000950,CSIC-IEO - Instituto Español de Oceanografía,Spain,https://ror.org/00f3x4340
60000952,"Federal University of Technology, Owerri",Nigeria,https://ror.org/05xzf9508
60000958,Universidade Federal Rural de Pernambuco,Brazil,https://ror.org/02ksmb993
60000960,École des Mines de Saint-Étienne,France,https://ror.org/05a1dws80
60000961,Institut Ruđer Bošković,Croatia,https://ror.org/02mw21745
60000964,Université de Liège,Belgium,https://ror.org/00afp2z80
60000966,Onkološki Inštitut Ljubljana,Slovenia,https://ror.org/00y5zsg21
60000970,Transylvania University,United States,https://ror.org/01h4hqc60
60000972,University of Worcester,United Kingdom,https://ror.org/00v6s9648
60000973,German University in Cairo,Egypt,https://ror.org/03rjt0z37
60000982,Naval Air Systems Command,United States,https://ror.org/054ajk512
60000983,MacNeal Hospital,United States,https://ror.org/03gd8w426
60000984,"Science Systems and Applications, Inc. (SSAI)",United States,https://ror.org/03xec1444
60000986,University of Massachusetts Chan Medical School,United States,https://ror.org/0464eyp60
60000990,Chalmers University of Technology,Sweden,https://ror.org/040wg7k59
60000994,"Islamic Azad University, Ardabil Branch",Iran,https://ror.org/02558wk32
60000995,Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk,Poland,https://ror.org/0288swk05
60001001,Broad Institute,United States,https://ror.org/05a0ya142
60001002,Universidade da Beira Interior,Portugal,https://ror.org/03nf36p02
60001012,Wildlife Conservation Society,United States,https://ror.org/01xnsst08
60001016,Veer Narmad South Gujarat University,India,https://ror.org/04frnz493
60001018,Ewha Womans University,South Korea,https://ror.org/053fp5c05
60001037,National Research University of Electronic Technology (MIET),Russian Federation,https://ror.org/02hf6mx60
60001041,National Australia Bank,Australia,https://ror.org/01ckbhd80
60001046,"Fraunhofer Institute for High-Speed Dynamics, Ernst-Mach-Institut EMI",Germany,https://ror.org/00csq2k70
60001055,Cooper Union for the Advancement of Science and Art,United States,https://ror.org/05pbkcd34
60001059,"Koch Industries, Inc.",United States,https://ror.org/001hkv469
60001062,State of Maryland,United States,https://ror.org/04ja8je85
60001065,Kannur University,India,https://ror.org/00zz2cd87
60001071,Cape Peninsula University of Technology,South Africa,https://ror.org/056e9h402
60001081,China Telecommunications,China,https://ror.org/03jgnzt20
60001086,University of Macedonia,Greece,https://ror.org/05fg6gr82
60001091,INRAE Occitanie-Toulouse Centre,France,https://ror.org/003vg9w96
60001093,FedEx,United States,https://ror.org/04ps7x844
60001099,Kobe Gakuin University,Japan,https://ror.org/018v0zv10
60001104,"National Centre for Scientific Research \DEMOKRITOS\""""",Greece,https://ror.org/038jp4m40
60001105,Hubei Polytechnic University,China,https://ror.org/01z07eq06
60001111,"Consiglio Nazionale delle Ricerche, Institute for Electromagnetic Sensing of the Environment",Italy,https://ror.org/02wxw4x45
60001114,Newton-Wellesley Hospital,United States,https://ror.org/03hrxmf69
60001125,Institute of Physical Chemistry Bulgarian Academy of Sciences,Bulgaria,https://ror.org/002cfhw56
60001127,St. Lawrence University,United States,https://ror.org/05pvqha70
60001134,Swiss Reinsurance Company,Switzerland,https://ror.org/00dfvzs39
60001152,"National Institute of Technology, Fukui College",Japan,https://ror.org/012ang229
60001155,Johnson Controls,United States,https://ror.org/02ky6c719
60001166,Thapar Institute of Engineering & Technology,India,https://ror.org/00wdq3744
60001167,Fraunhofer Institute for Laser Technology ILT,Germany,https://ror.org/03ebbfh95
60001170,Yeungnam University,South Korea,https://ror.org/05yc6p159
60001177,Millersville University,United States,https://ror.org/02x2aj034
60001181,"University of Agricultural Sciences, Bangalore",India,https://ror.org/03js6zg56
60001187,Jeonbuk National University,South Korea,https://ror.org/05q92br09
60001197,Universidad Central de Venezuela,Venezuela,https://ror.org/05kacnm89
60001204,CSIC - Instituto de Biologia Molecular y Celular de Plantas Primo Yufera,Spain,https://ror.org/02gfc7t72
60001210,New York State Office of Mental Retardation and Developmental Disabilities,United States,https://ror.org/00b6kjb41
60001223,"California State University, Stanislaus",United States,https://ror.org/00ejm2g54
60001239,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,United Kingdom,https://ror.org/05p40t847
60001241,University of Arkansas at Little Rock,United States,https://ror.org/04fttyv97
60001248,Charles Sturt University,Australia,https://ror.org/00wfvh315
60001255,"Changchun Institute Of Applied Chemistry, Chinese Academy Of Sciences",China,https://ror.org/00h52n341
60001260,Oklahoma Baptist University,United States,https://ror.org/04nwm7739
60001262,United States Air Force,United States,https://ror.org/006gmme17
60001267,Illinois College,United States,https://ror.org/02ys5x139
60001271,Advanced Telecommunications Research Institute International (ATR),Japan,https://ror.org/01pe1d703
60001278,Universiti Teknologi PETRONAS,Malaysia,https://ror.org/048g2sh07
60001280,Mills College,United States,https://ror.org/01ynb8e46
60001282,Universidad de Concepcion,Chile,https://ror.org/0460jpj73
60001298,Northwest University,China,https://ror.org/00z3td547
60001303,Barry University,United States,https://ror.org/04r1hh402
60001305,North University of China,China,https://ror.org/047bp1713
60001311,Universidade Estadual do Maranhão,Brazil,https://ror.org/04ja5n907
60001313,China Remote Sensing Satellite Ground Station Chinese Academy of Sciences,China,https://ror.org/05wzjqa24
60001317,Universitatea Politehnica Timisoara,Romania,https://ror.org/02v91gy68
60001320,Kyoto Prefectural University,Japan,https://ror.org/00ktqrd38
60001335,Observatoire des Sciences de l'Univers de Grenoble,France,https://ror.org/03vte9x46
60001338,Changsha University of Science and Technology,China,https://ror.org/03yph8055
60001340,Hainan Normal University,China,https://ror.org/031dhcv14
60001341,Central Food Technological Research Institute India,India,https://ror.org/01d7fn555
60001343,Brock University,Canada,https://ror.org/056am2717
60001344,Tufts Medical Center,United States,https://ror.org/002hsbm82
60001359,University of Essex,United Kingdom,https://ror.org/02nkf1q06
60001371,Defense Threat Reduction Agency,United States,https://ror.org/04tz64554
60001372,Capio S:t Görans Sjukhus,Sweden,https://ror.org/00x6s3a91
60001375,Universidade do Oeste Paulista,Brazil,https://ror.org/00ccec020
60001382,Nippon Institute of Technology,Japan,https://ror.org/05h68bp56
60001384,Centre Clermont-Auvergne-Rhône-Alpes,France,https://ror.org/04aqtsh50
60001395,Australian Government Department of Defence,Australia,https://ror.org/03z942k20
60001396,Show-Chwan Memorial Hospital Taiwan,Taiwan,https://ror.org/02ntc9t93
60001397,Great Wall Technology,China,https://ror.org/019xwzn44
60001400,Università degli Studi Suor Orsola Benincasa,Italy,https://ror.org/021k2cy37
60001403,Qiqihar University,China,https://ror.org/01khf5d59
60001404,INRAE's Occitanie-Montpellier Centre,France,https://ror.org/03fkrcm40
60001406,Guru Jambheshwar University of Science & Technology,India,https://ror.org/02zpxgh81
60001409,Kanagawa Institute of Technology,Japan,https://ror.org/007gj5v75
60001419,Guangdong Polytechnic Normal University,China,https://ror.org/02pcb5m77
60001420,Yaroslavl State University,Russian Federation,https://ror.org/044s2fj67
60001422,Sorbonne Université,France,https://ror.org/02en5vm52
60001426,East Tennessee State University,United States,https://ror.org/05rfqv493
60001429,Shandong University of Science and Technology,China,https://ror.org/04gtjhw98
60001430,Universidade Federal do ABC,Brazil,https://ror.org/028kg9j04
60001434,Budapesti Corvinus Egyetem,Hungary,https://ror.org/01vxfm326
60001439,Pennsylvania State University,United States,https://ror.org/04p491231
60001441,Universitätsklinikum Schleswig-Holstein,Germany,https://ror.org/01tvm6f46
60001443,"Department of Health, Pretoria",South Africa,https://ror.org/00nyrjc53
60001451,Centro de Investigaciones de Astronomía,Venezuela,https://ror.org/000y6ah26
60001455,Anhui University,China,https://ror.org/05th6yx34
60001456,Boise State University,United States,https://ror.org/02e3zdp86
60001457,Ufa State Petroleum Technological University,Russian Federation,https://ror.org/01ae6h598
60001460,"Nova Research, Inc.",United States,https://ror.org/00qytmr47
60001463,"Istituto Di Biofisica, Pisa",Italy,https://ror.org/041xzk838
60001466,Bank of America Corp.,United States,https://ror.org/006tvg625
60001477,Suan Dusit University,Thailand,https://ror.org/00x7vzk16
60001478,Universitatea din Bucuresti,Romania,https://ror.org/02x2v6p15
60001479,National Taitung University Taiwan,Taiwan,https://ror.org/05j9d8v51
60001489,Siedlce University of Natural Sciences and Humanities,Poland,https://ror.org/01wkb9987
60001490,University of Glasgow,United Kingdom,https://ror.org/00vtgdb53
60001492,HSBC Holdings,United Kingdom,https://ror.org/02ygdtt22
60001500,Mashhad University of Medical Sciences,Iran,https://ror.org/04sfka033
60001504,Pitzer College,United States,https://ror.org/0197n2v40
60001508,International Medical University,Malaysia,https://ror.org/04d4wjw61
60001509,Stockton University,United States,https://ror.org/0442n1j98
60001512,SRON Netherlands Institute for Space Research,Netherlands,https://ror.org/02wc0kq10
60001516,Army Medical Department,United States,https://ror.org/03w0kj141
60001522,St. Vincent's Hospital Melbourne,Australia,https://ror.org/000crk757
60001524,University of Crete,Greece,https://ror.org/00dr28g20
60001525,Smith College,United States,https://ror.org/0497crr92
60001526,Mississippi State University,United States,https://ror.org/0432jq872
60001528,Stellenbosch Institute for Advanced Study,South Africa,https://ror.org/00f809463
60001529,Qinghai Normal University,China,https://ror.org/03az1t892
60001536,National Library of Medicine (NLM),United States,https://ror.org/0060t0j89
60001558,Electronics and Telecommunications Research Institute,South Korea,https://ror.org/03ysstz10
60001562,Boys Town National Research Hospital,United States,https://ror.org/01q9r1072
60001563,Universidad de Buenos Aires,Argentina,https://ror.org/0081fs513
60001565,Stellenbosch University,South Africa,https://ror.org/05bk57929
60001576,Universitat de Barcelona,Spain,https://ror.org/021018s57
60001580,University of Miyazaki,Japan,https://ror.org/0447kww10
60001587,Westfälische Hochschule Gelsenkirchen,Germany,https://ror.org/04p7ekn23
60001590,Rehabilitation Institute of Chicago,United States,https://ror.org/02ja0m249
60001601,National Institute of Agricultural Botany,United Kingdom,https://ror.org/010jx2260
60001602,Instituto de Salud Carlos III,Spain,https://ror.org/00ca2c886
60001604,Ministry of Education of the People's Republic of China,China,https://ror.org/01mv9t934
60001610,"Institute for Studies in Theoretical Physics and Mathematics, Tehran",Iran,https://ror.org/04xreqs31
60001619,University of Kurdistan,Iran,https://ror.org/04k89yk85
60001633,MRC Weatherall Institute of Molecular Medicine,United Kingdom,https://ror.org/01q496a73
60001635,St. Norbert College,United States,https://ror.org/01hw93t68
60001642,Systems Research Institute of the Polish Academy of Sciences,Poland,https://ror.org/017fyx225
60001644,Politechnika Koszalinska,Poland,https://ror.org/00x6dk626
60001646,Center for Vaccine Development and Global Health (CVD),United States,https://ror.org/037n2rm85
60001659,Institut Élie Cartan de Lorraine,France,https://ror.org/04rvw8791
60001666,Wuhan Institute of Rock and Soil Mechanics Chinese Academy of Sciences,China,https://ror.org/0366c6s65
60001673,Amgen Incorporated,United States,https://ror.org/00bc21d89
60001675,Turku Centre for Computer Science,Finland,https://ror.org/00vy7ed73
60001687,Odesa State Environmental University,Ukraine,https://ror.org/04s92tb21
60001694,"Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences",Bulgaria,https://ror.org/01dxqkr82
60001701,Universidade Federal de Mato Grosso,Brazil,https://ror.org/01mqvjv41
60001705,National Institute for Research and Development in Microtechnologies Romania,Romania,https://ror.org/01rtq8t93
60001711,Universita di Cassino e del Lazio Meridionale,Italy,https://ror.org/04nxkaq16
60001723,Agnes Scott College,United States,https://ror.org/05pgk5e03
60001726,Kutztown University,United States,https://ror.org/056veft20
60001741,Universidad Carlos III de Madrid,Spain,https://ror.org/03ths8210
60001742,Tibet University,China,https://ror.org/05petvd47
60001753,IRAM Institut de RadioAstronomie Millimétrique,France,https://ror.org/00t9y0z13
60001754,Max Planck Institute for Radio Astronomy,Germany,https://ror.org/04jvemc39
60001755,Universidad Tecnológica Metropolitana,Chile,https://ror.org/04bpsn575
60001769,"University of Nevada, Reno",United States,https://ror.org/01keh0577
60001772,"Institut Pasteur, Paris",France,https://ror.org/0495fxg12
60001777,Rochester Institute of Technology,United States,https://ror.org/00v4yb702
60001784,Shahid Rajaee Teacher Training University,Iran,https://ror.org/02nkz4493
60001785,Kungl. Vetenskapsakademien,Sweden,https://ror.org/00j62qv07
60001795,Pacific Lutheran University,United States,https://ror.org/01vh5nd96
60001800,Ferdowsi University of Mashhad,Iran,https://ror.org/00g6ka752
60001810,University of Bolton,United Kingdom,https://ror.org/01t884y44
60001812,J. A. Woollam Company Incorporated,United States,https://ror.org/04a0z8p03
60001821,Universiti Kebangsaan Malaysia,Malaysia,https://ror.org/00bw8d226
60001833,New Zealand Meteorological Service,New Zealand,https://ror.org/021kbpv53
60001844,Dartmouth-Hitchcock Medical Center,United States,https://ror.org/00d1dhh09
60001845,"UNESCO United Nations Educational, Scientific and Cultural Organization",France,https://ror.org/04h4z8k05
60001847,"Astronomical Institute, Academy of Sciences of the Czech Republic v.v.i.",Czech Republic,https://ror.org/03tp8z347
60001854,"Oki Electric Industry Co., Ltd.",Japan,https://ror.org/0503rt987
60001857,Sunchon National University,South Korea,https://ror.org/043jqrs76
60001865,Universidade Federal Fluminense,Brazil,https://ror.org/02rjhbb08
60001867,"Calabazas Creek Research, Inc.",United States,https://ror.org/04z43eq15
60001873,Kyung Hee University,South Korea,https://ror.org/01zqcg218
60001879,Institut de Mécanique des Fluides de Toulouse,France,https://ror.org/025nmxp11
60001881,The University of Sheffield,United Kingdom,https://ror.org/05krs5044
60001884,"Ministry of Higher Education, Science, Research and Innovation",Thailand,https://ror.org/02xvp8z16
60001886,Luoyang Normal University,China,https://ror.org/029man787
60001890,Universidade Federal do Pará,Brazil,https://ror.org/03q9sr818
60001894,Sasol Group,South Africa,https://ror.org/00s4n9v76
60001895,Ningbo University of Technology,China,https://ror.org/037dym702
60001896,Government Medical College & Hospital,India,https://ror.org/007fenw03
60001901,Samara State Medical University,Russian Federation,https://ror.org/02z5czc07
60001903,Abertay University,United Kingdom,https://ror.org/04mwwnx67
60001913,Central Mechanical Engineering Research Institute India,India,https://ror.org/059h0ng81
60001921,National Institute of Development Administration,Thailand,https://ror.org/010g30191
60001924,Nuclear Physics Institute of the Academy of Sciences of the Czech Republic v. v. i.,Czech Republic,https://ror.org/04jymbd90
60001931,Arkansas Tech University,United States,https://ror.org/03bahkk91
60001932,Taylor University,United States,https://ror.org/005aghs32
60001939,Ursinus College,United States,https://ror.org/02jqn4a25
60001945,"Devi Ahilya Vishwavidyalaya, Indore",India,https://ror.org/05c2p1f98
60001946,Roche Products Limited UK,United Kingdom,
60001965,Suomen Pankki,Finland,https://ror.org/04j3r8z61
60001966,Kenyon College,United States,https://ror.org/04ckqgs57
