Institution Name,Country Name,ROR ID
Borough Polytechnic Institute,United Kingdom,https://ror.org/02vwnat91
LSBU,United Kingdom,https://ror.org/02vwnat91
London South Bank University,United Kingdom,https://ror.org/02vwnat91
HSWT,Germany,https://ror.org/00gzkxz88
Hochschule Weihenstephan-Triesdorf,Germany,https://ror.org/00gzkxz88
Weihenstephan-Triesdorf University of Applied Sciences,Germany,https://ror.org/00gzkxz88
Academia Groningana,Netherlands,https://ror.org/012p63287
Rijksuniversiteit Groningen,Netherlands,https://ror.org/012p63287
University of Groningen,Netherlands,https://ror.org/012p63287
PTS,Germany,https://ror.org/020268t49
Papiertechnische Stiftung,Germany,https://ror.org/020268t49
Computer and Automation Research Institute,Hungary,https://ror.org/0249v7n71
Institute for Computer Science and Control,Hungary,https://ror.org/0249v7n71
MTA SZTAKI,Hungary,https://ror.org/0249v7n71
Magyar Tudományos Akadémia Számítástechnikai és Automatizálási Kutatóintézete,Hungary,https://ror.org/0249v7n71
Pera,United Kingdom,https://ror.org/037m6e306
Renault,France,https://ror.org/04v98kq37
ARPA,Italy,https://ror.org/02edavb98
Agenzia Regionale Prevenzione e Ambiente della Regione Emilia-Romagna,Italy,https://ror.org/02edavb98
Regional Agency for Environmental Protection in the Emilia-Romagna region,Italy,https://ror.org/02edavb98
AEKI,Hungary,https://ror.org/01j5n9f07
AERI,Hungary,https://ror.org/01j5n9f07
Atomenergia Kutatóintézet,Hungary,https://ror.org/01j5n9f07
Atomic Energy Research Institute,Hungary,https://ror.org/01j5n9f07
Institute for Atomic Energy Research,Hungary,https://ror.org/01j5n9f07
Maastricht University,Netherlands,https://ror.org/02jz4aj89
UM,Netherlands,https://ror.org/02jz4aj89
Universiteit Maastricht,Netherlands,https://ror.org/02jz4aj89
Robosoft,France,https://ror.org/00f1xkb20
Karl Marx Higher Institute of Economics,Bulgaria,https://ror.org/017ph0934
UNWE,Bulgaria,https://ror.org/017ph0934
Ulusal ve Uluslararası Ekonomi Üniversitesi,Bulgaria,https://ror.org/017ph0934
University of National and World Economy,Bulgaria,https://ror.org/017ph0934
Университет за национално и световно стопанство,Bulgaria,https://ror.org/017ph0934
Transylvania University of Brașov,Romania,https://ror.org/01cg9ws23
UTBv,Romania,https://ror.org/01cg9ws23
Universitatea Transilvania din Brașov,Romania,https://ror.org/01cg9ws23
Ecofys,Netherlands,https://ror.org/01ypwfg63
National and Kapodistrian University of Athens,Greece,https://ror.org/04gnjpq42
University of Athens,Greece,https://ror.org/04gnjpq42
Université nationale et capodistrienne d'athènes,Greece,https://ror.org/04gnjpq42
Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών,Greece,https://ror.org/04gnjpq42
MRU,Lithuania,https://ror.org/0052k0e03
Mykolas Romeris University,Lithuania,https://ror.org/0052k0e03
Mykolo Romerio universitetas,Lithuania,https://ror.org/0052k0e03
The Law University of Lithuania,Lithuania,https://ror.org/0052k0e03
UAntwerp,Belgium,https://ror.org/008x57b05
Universiteit Antwerpen,Belgium,https://ror.org/008x57b05
University of Antwerp,Belgium,https://ror.org/008x57b05
Universität Antwerpen,Belgium,https://ror.org/008x57b05
Université d'Anvers,Belgium,https://ror.org/008x57b05
Waseda Daigaku,Japan,https://ror.org/00ntfnx83
Waseda University,Japan,https://ror.org/00ntfnx83
早稲田大学,Japan,https://ror.org/00ntfnx83
UdeC,Chile,https://ror.org/0460jpj73
Universidad de Concepción,Chile,https://ror.org/0460jpj73
University of Concepción,Chile,https://ror.org/0460jpj73
UniPi,Italy,https://ror.org/03ad39j10
University of Pisa,Italy,https://ror.org/03ad39j10
Università di Pisa,Italy,https://ror.org/03ad39j10
Universität Pisa,Italy,https://ror.org/03ad39j10
Université de Pise,Italy,https://ror.org/03ad39j10
ESRF,France,https://ror.org/02550n020
European Synchrotron Radiation Facility,France,https://ror.org/02550n020
ST,Italy,https://ror.org/053bqv655
STMicroelectronics,Italy,https://ror.org/053bqv655
IASA,Greece,https://ror.org/01nn35n25
Institute of Accelerating Systems and Applications,Greece,https://ror.org/01nn35n25
Ινστιτούτο Επιταχυντικών Συστημάτων και Εφαρμογών,Greece,https://ror.org/01nn35n25
Wise & Munro Learning Research,Netherlands,https://ror.org/04zsytt76
Prifysgol Surrey,United Kingdom,https://ror.org/00ks66431
University of Surrey,United Kingdom,https://ror.org/00ks66431
UMA,Germany,https://ror.org/031bsb921
University of Mannheim,Germany,https://ror.org/031bsb921
Universität Mannheim,Germany,https://ror.org/031bsb921
UniGe,Italy,https://ror.org/0107c5v14
Universitat de Gènova,Italy,https://ror.org/0107c5v14
University of Genoa,Italy,https://ror.org/0107c5v14
Università degli Studi di Genova,Italy,https://ror.org/0107c5v14
Universität Genua,Italy,https://ror.org/0107c5v14
Université de gênes,Italy,https://ror.org/0107c5v14
University of Verona,Italy,https://ror.org/039bp8j42
Università degli Studi di Verona,Italy,https://ror.org/039bp8j42
Universität Verona,Italy,https://ror.org/039bp8j42
Université de vérone,Italy,https://ror.org/039bp8j42
Institute for Information Technology,Germany,https://ror.org/003sav189
OFFIS,Germany,https://ror.org/003sav189
Oldenburger Institut für Informatik,Germany,https://ror.org/003sav189
Consorzio Pisa Ricerche,Italy,https://ror.org/01t0n3b84
University of Hertfordshire,United Kingdom,https://ror.org/0267vjk41
Empirica. Gesellschaft für Kommunikations- und Technologieforschung,Germany,https://ror.org/034fmtr90
empirica - Communication and Technology Research,Germany,https://ror.org/034fmtr90
SHU,United Kingdom,https://ror.org/019wt1929
Sheffield Hallam University,United Kingdom,https://ror.org/019wt1929
Aktiebolaget Volvo,Sweden,https://ror.org/05b6ypc36
Volvo,Sweden,https://ror.org/05b6ypc36
Volvokoncernen,Sweden,https://ror.org/05b6ypc36
SMASH,France,https://ror.org/04d4dxm04
Société de Mathématiques Appliquées et de Sciences Humaines,France,https://ror.org/04d4dxm04
EDP,Portugal,https://ror.org/00praab34
Electricidade de Portugal,Portugal,https://ror.org/00praab34
Energias de Portugal,Portugal,https://ror.org/00praab34
French National Railway Company,France,https://ror.org/0454vek02
National Society of French Railways,France,https://ror.org/0454vek02
SNCF,France,https://ror.org/0454vek02
Société Nationale des Chemins de Fer Français,France,https://ror.org/0454vek02
ERTICO,Belgium,https://ror.org/05re2b915
European Road Transport Telematics Implementation Co-Ordination,Belgium,https://ror.org/05re2b915
University of Bradford,United Kingdom,https://ror.org/00vs8d940
CRF,Italy,https://ror.org/00b7dkt53
Centro Ricerche FIAT,Italy,https://ror.org/00b7dkt53
Arttic,France,https://ror.org/00qt5ka73
SUT,Thailand,https://ror.org/05sgb8g78
Suranaree University of Technology,Thailand,https://ror.org/05sgb8g78
Suranari University of Technology,Thailand,https://ror.org/05sgb8g78
มหาวิทยาลัยเทคโนโลยีสุรนารี,Thailand,https://ror.org/05sgb8g78
Deltares,Netherlands,https://ror.org/01deh9c76
Foras na Mara,Ireland,https://ror.org/05581wm82
Marine Institute,Ireland,https://ror.org/05581wm82
Tecnatom,Spain,https://ror.org/035gy9016
TCL,United Kingdom,https://ror.org/04vfyfx73
Teer Coatings,United Kingdom,https://ror.org/04vfyfx73
Tekniker,Spain,https://ror.org/033vryh36
Prifysgol Gorllewin Lloegr,United Kingdom,https://ror.org/02nwg5t34
UWE,United Kingdom,https://ror.org/02nwg5t34
UWE Bristol,United Kingdom,https://ror.org/02nwg5t34
University of the West of England,United Kingdom,https://ror.org/02nwg5t34
University of Rome II,Italy,https://ror.org/02p77k626
University of Rome Tor Vergata,Italy,https://ror.org/02p77k626
Università degli Studi di Roma Tor Vergata,Italy,https://ror.org/02p77k626
Loughborough University,United Kingdom,https://ror.org/04vg4w365
Prifysgol Loughborough,United Kingdom,https://ror.org/04vg4w365
Birmingham University,United Kingdom,https://ror.org/03angcq70
Prifysgol Birmingham,United Kingdom,https://ror.org/03angcq70
University of Birmingham,United Kingdom,https://ror.org/03angcq70
Multitel,Belgium,https://ror.org/042e7c302
ThyssenKrupp,Germany,https://ror.org/02vbxt202
ST,France,https://ror.org/01c74sd89
STMicroelectronics,France,https://ror.org/01c74sd89
Road Research Laboratory,United Kingdom,https://ror.org/02veezx93
TRL,United Kingdom,https://ror.org/02veezx93
Transport Research Laboratory,United Kingdom,https://ror.org/02veezx93
Transport Research Laboratory,United Kingdom,https://ror.org/02veezx93
TUC,Greece,https://ror.org/03f8bz564
Technical University of Crete,Greece,https://ror.org/03f8bz564
Université technique de crète,Greece,https://ror.org/03f8bz564
Πολυτεχνείο Κρήτης,Greece,https://ror.org/03f8bz564
Hamburg University of Technology,Germany,https://ror.org/04bs1pb34
TUHH,Germany,https://ror.org/04bs1pb34
Technische Universität Hamburg,Germany,https://ror.org/04bs1pb34
Technische Universität Hamburg-Harburg,Germany,https://ror.org/04bs1pb34
Luleå University College,Sweden,https://ror.org/016st3p78
Luleå University of Technology,Sweden,https://ror.org/016st3p78
Luleå tekniska universitet,Sweden,https://ror.org/016st3p78
Luulajan teknillinen yliopisto,Sweden,https://ror.org/016st3p78
FCBA,France,https://ror.org/02q8h2f47
Institut Technologique FCBA,France,https://ror.org/02q8h2f47
Institut Technologique Forêt Cellulose Bois-Construction Ameublement,France,https://ror.org/02q8h2f47
FIOH,Finland,https://ror.org/030wyr187
Finnish Institute of Occupational Health,Finland,https://ror.org/030wyr187
Työterveyslaitos,Finland,https://ror.org/030wyr187
Marche Polytechnic University,Italy,https://ror.org/00x69rs40
Università Politecnica delle Marche,Italy,https://ror.org/00x69rs40
Université polytechnique des marches,Italy,https://ror.org/00x69rs40
Enterprise Ireland,Ireland,https://ror.org/023z51242
Prifysgol Aberdeen,United Kingdom,https://ror.org/016476m91
University of Aberdeen,United Kingdom,https://ror.org/016476m91
OUH,Denmark,https://ror.org/00ey0ed83
Odense Universitets Hospital,Denmark,https://ror.org/00ey0ed83
Odense University Hospital,Denmark,https://ror.org/00ey0ed83
University of the Aegean,Greece,https://ror.org/03zsp3p94
Université de l'Égée,Greece,https://ror.org/03zsp3p94
Πανεπιστήμιο Αιγαίου,Greece,https://ror.org/03zsp3p94
CCS HAU,India,https://ror.org/0261g6j35
Chaudhary Charan Singh Haryana Agricultural University,India,https://ror.org/0261g6j35
चौधरी चरण सिंह हरियाणा कृषि विश्वविद्यालय,India,https://ror.org/0261g6j35
சௌதரி சரண் சிங் அரியானா வேளாண்மை பல்கலைக்கழகம்,India,https://ror.org/0261g6j35
Metropolitan Autonomous University,Mexico,https://ror.org/02kta5139
UAM,Mexico,https://ror.org/02kta5139
Universidad Autónoma Metropolitana,Mexico,https://ror.org/02kta5139
ASU,Egypt,https://ror.org/00cb9w016
Ain Shams University,Egypt,https://ror.org/00cb9w016
جامعة عين شمس,Egypt,https://ror.org/00cb9w016
Aston University,United Kingdom,https://ror.org/05j0ve876
Prifysgol Aston,United Kingdom,https://ror.org/05j0ve876
TuTech,Germany,https://ror.org/01jm19r53
TuTech Innovation,Germany,https://ror.org/01jm19r53
University of Augsburg,Germany,https://ror.org/03p14d497
Universität Augsburg,Germany,https://ror.org/03p14d497
FORCE Technology,Denmark,https://ror.org/006rhxn50
MTU Aero Engines,Germany,https://ror.org/00bxsm637
MTU München,Germany,https://ror.org/00bxsm637
CSIR,South Africa,https://ror.org/05j00sr48
Council for Scientific and Industrial Research,South Africa,https://ror.org/05j00sr48
Wetenskaplike en Nywerheidnavorsingsraad,South Africa,https://ror.org/05j00sr48
Pannon Egyetem,Hungary,https://ror.org/03y5egs41
University of Pannonia,Hungary,https://ror.org/03y5egs41
University of Veszprém,Hungary,https://ror.org/03y5egs41
EMPA,Switzerland,https://ror.org/02x681a42
Eidgenössische Materialprüfungs- und Forschungsanstalt,Switzerland,https://ror.org/02x681a42
Laboratoire fédéral d'essai des matériaux et de recherche,Switzerland,https://ror.org/02x681a42
Swiss Federal Laboratories for Materials Science and Technology,Switzerland,https://ror.org/02x681a42
Prifysgol Warwick,United Kingdom,https://ror.org/01a77tt86
University of Warwick,United Kingdom,https://ror.org/01a77tt86
Warwick University,United Kingdom,https://ror.org/01a77tt86
Association of European Renewable Energy Research Centres,Belgium,https://ror.org/05564r514
EEIG,Belgium,https://ror.org/05564r514
EUREC,Belgium,https://ror.org/05564r514
European Economic Interest Grouping,Belgium,https://ror.org/05564r514
BGU,Israel,https://ror.org/05tkyf982
Ben-Gurion University of the Negev,Israel,https://ror.org/05tkyf982
Universitat Ben Gurion Banegev,Israel,https://ror.org/05tkyf982
جامعة بن غوريون,Israel,https://ror.org/05tkyf982
Bielefeld University,Germany,https://ror.org/02hpadn98
Universität Bielefeld,Germany,https://ror.org/02hpadn98
Airbus,United Kingdom,https://ror.org/02hbhxa68
Institut von karman de dynamique des fluides,Belgium,https://ror.org/01r4bn552
VKI,Belgium,https://ror.org/01r4bn552
Von Karman Institut für Strömungsmechanik,Belgium,https://ror.org/01r4bn552
Von Karman Institute for Fluid Dynamics,Belgium,https://ror.org/01r4bn552
OBU,United Kingdom,https://ror.org/04v2twj65
Oxford Brookes University,United Kingdom,https://ror.org/04v2twj65
Prifysgol Brookes Rhydychen,United Kingdom,https://ror.org/04v2twj65
University of Bari,Italy,https://ror.org/027ynra39
University of Bari Aldo Moro,Italy,https://ror.org/027ynra39
Università degli Studi di Bari Aldo Moro,Italy,https://ror.org/027ynra39
Université de bari,Italy,https://ror.org/027ynra39
FIRC Institute of Molecular Oncology,Italy,https://ror.org/02hcsa680
The Italian Foundation for Cancer Research,Italy,https://ror.org/02hcsa680
University Medical Center Freiburg,Germany,https://ror.org/03vzbgh69
Universitätsklinikum Freiburg,Germany,https://ror.org/03vzbgh69
CNIO,Spain,https://ror.org/00bvhmc43
Centro Nacional de Investigaciones Oncológicas,Spain,https://ror.org/00bvhmc43
Spanish National Cancer Research Centre,Spain,https://ror.org/00bvhmc43
Brunel University London,United Kingdom,https://ror.org/00dn4t376
University of Burundi,Burundi,https://ror.org/003vfy751
Université du Burundi,Burundi,https://ror.org/003vfy751
Cairo University,Egypt,https://ror.org/03q21mh05
King Fuad I University,Egypt,https://ror.org/03q21mh05
Université du Caire,Egypt,https://ror.org/03q21mh05
جامعة القاهرة,Egypt,https://ror.org/03q21mh05
UdeC,Colombia,https://ror.org/049n68p64
Universidad de Caldas,Colombia,https://ror.org/049n68p64
University of Caldas,Colombia,https://ror.org/049n68p64
Rimska Univerza La Sapienza,Italy,https://ror.org/02be6w209
Sapienza University of Rome,Italy,https://ror.org/02be6w209
Sapienza – Università di Roma,Italy,https://ror.org/02be6w209
Universitat de Roma La Sapienza,Italy,https://ror.org/02be6w209
"Università degli Studi di Roma ""La Sapienza""",Italy,https://ror.org/02be6w209
Université La Sapienza de Rome,Italy,https://ror.org/02be6w209
CU,Thailand,https://ror.org/028wp3y58
Chulalongkorn University,Thailand,https://ror.org/028wp3y58
จุฬาลงกรณ์มหาวิทยาลัย,Thailand,https://ror.org/028wp3y58
Bocconi University,Italy,https://ror.org/05crjpb27
Università Commerciale Luigi Bocconi,Italy,https://ror.org/05crjpb27
Wirtschaftsuniversität Luigi Bocconi,Italy,https://ror.org/05crjpb27
University of Žilina,Slovakia,https://ror.org/031wwwj55
Žilinská Univerzita v Žiline,Slovakia,https://ror.org/031wwwj55
Žilinská univerzita v Žiline,Slovakia,https://ror.org/031wwwj55
POLIS,Belgium,https://ror.org/058s98e36
Promotion of Operational Links With Integrated Services,Belgium,https://ror.org/058s98e36
UOC,Greece,https://ror.org/00dr28g20
University of Crete,Greece,https://ror.org/00dr28g20
Université de crète,Greece,https://ror.org/00dr28g20
Πανεπιστήμιο Κρήτης,Greece,https://ror.org/00dr28g20
Cheikh Anta Diop University,Senegal,https://ror.org/04je6yw13
UCAD,Senegal,https://ror.org/04je6yw13
University of Dakar,Senegal,https://ror.org/04je6yw13
Université Cheikh Anta Diop,Senegal,https://ror.org/04je6yw13
Delhi University,India,https://ror.org/04gzb2213
University of Delhi,India,https://ror.org/04gzb2213
Université de delhi,India,https://ror.org/04gzb2213
دہلی یونیورسٹی,India,https://ror.org/04gzb2213
दिल्ली विश् वविद्यालय,India,https://ror.org/04gzb2213
দিল্লি বিশ্ববিদ্যালয়,India,https://ror.org/04gzb2213
ਦਿੱਲੀ ਯੂਨੀਵਰਸਿਟੀ,India,https://ror.org/04gzb2213
தில்லி பல்கலைக்கழகம்,India,https://ror.org/04gzb2213
ഡെൽഹി സർവകലാശാല,India,https://ror.org/04gzb2213
DU,Bangladesh,https://ror.org/05wv2vq37
Dhaka University,Bangladesh,https://ror.org/05wv2vq37
University of Dhaka,Bangladesh,https://ror.org/05wv2vq37
ঢাকা বিশ্ববিদ্যালয়,Bangladesh,https://ror.org/05wv2vq37
University of Dschang,Cameroon,https://ror.org/0566t4z20
Université de Dschang,Cameroon,https://ror.org/0566t4z20
Durham University,United Kingdom,https://ror.org/01v29qb04
Medical University of Lodz,Poland,https://ror.org/02t4ekc95
Uniwersytet Medyczny w Łodzi,Poland,https://ror.org/02t4ekc95
UVG,Guatemala,https://ror.org/03nyjqm54
Universidad del Valle de Guatemala,Guatemala,https://ror.org/03nyjqm54
University of the Valley of Guatemala,Guatemala,https://ror.org/03nyjqm54
Eduardo Mondlane University,Mozambique,https://ror.org/05n8n9378
UEM,Mozambique,https://ror.org/05n8n9378
Universidade Eduardo Mondlane,Mozambique,https://ror.org/05n8n9378
JR,United Kingdom,https://ror.org/0080acb59
John Radcliffe Hospital,United Kingdom,https://ror.org/0080acb59
University of Essex,United Kingdom,https://ror.org/02nkf1q06
Ceará Federal University,Brazil,https://ror.org/03srtnf24
Federal University of Ceará,Brazil,https://ror.org/03srtnf24
UFC,Brazil,https://ror.org/03srtnf24
Universidade Federal do Ceará,Brazil,https://ror.org/03srtnf24
Federal University of Minas Gerais,Brazil,https://ror.org/0176yjw32
UFMG,Brazil,https://ror.org/0176yjw32
Universidade Federal de Minas Gerais,Brazil,https://ror.org/0176yjw32
Université fédérale du minas gerais,Brazil,https://ror.org/0176yjw32
Fraunhofer IWES,Germany,https://ror.org/02phevt59
Fraunhofer Institute for Wind Energy Systems,Germany,https://ror.org/02phevt59
Fraunhofer-Institut für Windenergiesysteme,Germany,https://ror.org/02phevt59
IWES,Germany,https://ror.org/02phevt59
DIW Berlin,Germany,https://ror.org/0050vmv35
Deutsches Institut für Wirtschaftsforschung,Germany,https://ror.org/0050vmv35
German Institute for Economic Research,Germany,https://ror.org/0050vmv35
University of Ferrara,Italy,https://ror.org/041zkgm14
Università degli Studi di Ferrara,Italy,https://ror.org/041zkgm14
Universität Ferrara,Italy,https://ror.org/041zkgm14
Université de ferrare,Italy,https://ror.org/041zkgm14
University of Fribourg,Switzerland,https://ror.org/022fs9h90
Università di Friburgo,Switzerland,https://ror.org/022fs9h90
Universität Freiburg,Switzerland,https://ror.org/022fs9h90
Université de Fribourg,Switzerland,https://ror.org/022fs9h90
BIRA,Belgium,https://ror.org/03vfw8w96
IASB,Belgium,https://ror.org/03vfw8w96
Koninklijk Belgisch Instituut voor Ruimte-Aeronomie,Belgium,https://ror.org/03vfw8w96
Königlich Belgisches Institut für Raumfahrt,Belgium,https://ror.org/03vfw8w96
L'Institut royal d'Aéronomie Spatiale de Belgique,Belgium,https://ror.org/03vfw8w96
Royal Belgian Institute for Space Aeronomy,Belgium,https://ror.org/03vfw8w96
NOA,Greece,https://ror.org/03dtebk39
National Observatory of Athens,Greece,https://ror.org/03dtebk39
Εθνικό Αστεροσκοπείο Αθηνών,Greece,https://ror.org/03dtebk39
JLU,Germany,https://ror.org/033eqas34
Justus Liebig University Giessen,Germany,https://ror.org/033eqas34
Justus Liebig-Universität Gießen,Germany,https://ror.org/033eqas34
University of Giessen,Germany,https://ror.org/033eqas34
EFI,Finland,https://ror.org/04zerf618
European Forest Institute,Finland,https://ror.org/04zerf618
Joanneum Research,Austria,https://ror.org/049bdss47
Joanneum Research Forschungsgesellschaft mbH,Austria,https://ror.org/049bdss47
National Institute of Technology,Norway,https://ror.org/03bqt8z64
STI,Norway,https://ror.org/03bqt8z64
Statens teknologiske institutt,Norway,https://ror.org/03bqt8z64
TI,Norway,https://ror.org/03bqt8z64
Teknologisk Institutt AS,Norway,https://ror.org/03bqt8z64
D'Appolonia,Italy,https://ror.org/050y0ba80
Labor,Italy,https://ror.org/02gpdzc63
Belgian Nuclear Research Centre,Belgium,https://ror.org/020xs5r81
CEN,Belgium,https://ror.org/020xs5r81
Centre d'Étude de l'énergie Nucléaire,Belgium,https://ror.org/020xs5r81
SCK,Belgium,https://ror.org/020xs5r81
Studiecentrum voor Kernenergie,Belgium,https://ror.org/020xs5r81
Studienzentrum für Kernenergie,Belgium,https://ror.org/020xs5r81
LSHTM,United Kingdom,https://ror.org/00a0jsq62
London School of Hygiene & Tropical Medicine,United Kingdom,https://ror.org/00a0jsq62
Inovamais,Portugal,https://ror.org/050w2g362
INETI,Portugal,https://ror.org/006x15235
